id,serviceType,subscriptionType,bd,location,spending,status,serviceRate,signUpDate
2736,Mobile,Economy,1992-03-24,Rivne,700,Active,2,2002-04-27
2737,Internet,Standard,2012-03-08,Dnipro,50,Active,5,2003-06-06
2738,Mobile,Economy,2001-05-08,Odesa,200,Active,4,2004-11-19
2739,Mobile,Economy,2006-11-29,Mykolaiv,100,Active,4,2000-06-01
2740,Mobile,Business,2019-03-29,Lviv,900,Active,5,2006-10-20
2741,Mobile,Standard,1957-12-02,Kharkiv,200,Active,4,2004-02-05
2742,Mobile,Economy,1999-12-03,Lviv,500,Active,4,2005-05-11
2743,Internet,Standard,1964-11-24,Khmelnytskyi,200,Active,2,2007-01-17
2744,TV,Standard,1975-06-20,Dnipro,300,Active,4,2006-03-01
2745,Mobile,Standard,2020-09-22,Lviv,100,Active,4,2000-07-19
2746,Mobile,Standard,2016-08-23,Chernihiv,700,Active,3,2008-05-09
2747,IoT,Business,2018-09-15,Lviv,200,Active,4,2005-02-26
2748,Mobile,Economy,1974-05-13,Chernivtsi,500,Active,4,2006-11-14
2749,Mobile,Economy,1968-09-09,Dnipro,100,Active,5,2001-08-29
2750,Mobile,Economy,2002-06-13,Cherkasy,300,Active,4,2001-05-15
2751,Fixed Line,Premium,2019-12-28,Odesa,200,Potential,5,2009-07-30
2752,Mobile,Business,2019-01-05,Mykolaiv,50,Active,4,2002-09-16
2753,Internet,Business,1977-01-07,Zhytomyr,200,Inactive,5,2004-09-08
2754,Mobile,Premium,1950-07-06,Sumy,200,Active,4,2004-05-23
2755,Mobile,Special,2016-11-29,Rivne,100,Active,4,2004-10-25
2756,Mobile,Standard,2022-09-11,Kyiv,100,Potential,4,2000-05-24
2757,Fixed Line,Premium,2011-12-31,Khmelnytskyi,200,Inactive,4,2001-12-21
2758,Internet,Special,2022-02-26,Poltava,200,Active,5,2000-05-17
2759,Mobile,Economy,1974-10-24,Rivne,200,Active,3,2003-08-01
2760,Mobile,Standard,2004-06-26,Chernihiv,200,Active,2,2012-09-21
2761,Internet,Premium,1994-11-21,Lviv,100,Inactive,5,2002-09-12
2762,TV,Business,2008-06-27,Zaporizhzhia,100,Active,4,2008-05-08
2763,Mobile,Business,2011-05-26,Kyiv,500,Active,3,2001-11-08
2764,Internet,Business,2016-02-15,Chernihiv,100,Active,4,2010-08-15
2765,Mobile,Business,1982-09-14,Dnipro,300,Active,4,2002-12-23
2766,Mobile,Standard,1990-06-11,Kyiv,200,Inactive,4,2002-05-27
2767,Mobile,Economy,2010-10-02,Kropyvnytskyi,900,Inactive,5,2006-07-19
2768,Fixed Line,Economy,2012-05-25,Zhytomyr,50,Active,4,2003-12-08
2769,Mobile,Standard,2022-12-20,Zhytomyr,500,Active,5,2002-04-02
2770,TV,Standard,2021-03-16,Sumy,200,Inactive,5,2000-04-29
2771,Fixed Line,Standard,1996-04-11,Chernihiv,50,Active,5,2000-12-30
2772,TV,Standard,2003-03-20,Cherkasy,100,Active,3,2008-02-07
2773,Mobile,Business,2007-05-20,Kyiv,200,Active,4,2013-11-17
2774,Mobile,Economy,1974-11-21,Zhytomyr,200,Active,4,2001-01-04
2775,IoT,Business,2003-10-24,Zhytomyr,200,Potential,5,2004-08-12
2776,Fixed Line,Business,2009-09-18,Ternopil,700,Active,5,2000-03-10
2777,TV,Standard,2018-03-10,Khmelnytskyi,200,Active,4,2001-11-18
2778,Mobile,Standard,1975-12-13,Vinnytsia,200,Inactive,5,2003-04-06
2779,Mobile,Premium,1999-06-30,Kharkiv,300,Active,4,2007-04-16
2780,Fixed Line,Premium,2020-05-06,Kropyvnytskyi,300,Active,5,2000-03-31
2781,Mobile,Economy,1994-05-07,Kharkiv,50,Inactive,5,2008-04-27
2782,Internet,Economy,2007-11-06,Cherkasy,300,Active,5,2001-03-28
2783,Mobile,Economy,1977-05-02,Dnipro,200,Active,5,2007-10-21
2784,Mobile,Economy,1954-03-22,Poltava,100,Active,4,2005-05-18
2785,Mobile,Economy,1997-11-19,Ivano-Frankivsk,100,Active,3,2002-04-09
2786,Mobile,Economy,1986-12-28,Poltava,50,Inactive,4,2007-01-16
2787,Mobile,Standard,2021-05-29,Kharkiv,200,Active,5,2001-06-23
2788,Internet,Special,2000-07-05,Odesa,100,Inactive,5,2001-05-11
2789,Mobile,Standard,1984-06-16,Cherkasy,200,Active,3,2000-05-07
2790,Mobile,Business,2004-03-15,Zhytomyr,200,Potential,1,2002-09-25
2791,TV,Premium,1998-05-10,Kyiv,300,Active,4,2000-07-24
2792,Mobile,Premium,1960-03-31,Kyiv,300,Active,4,2002-12-23
2793,Mobile,Standard,2016-12-16,Kyiv,300,Potential,2,2000-01-20
2794,Fixed Line,Economy,2020-03-03,Khmelnytskyi,500,Active,5,2000-12-03
2795,TV,Business,1990-11-18,Cherkasy,500,Active,3,2014-10-01
2796,Mobile,Business,1975-08-14,Chernivtsi,500,Potential,4,2008-09-09
2797,Mobile,Standard,1970-12-22,Zaporizhzhia,100,Potential,2,2001-06-22
2798,Internet,Economy,1994-11-27,Kharkiv,100,Inactive,5,2006-12-08
2799,Mobile,Premium,1973-12-19,Sumy,200,Active,5,2006-01-17
2800,Fixed Line,Economy,1989-12-24,Kyiv,200,Active,4,2001-01-24
2801,IoT,Economy,2020-07-01,Dnipro,100,Active,4,2002-07-16
2802,TV,Business,1983-09-12,Kharkiv,100,Active,3,2013-05-31
2803,Mobile,Standard,2017-08-04,Odesa,900,Active,5,2007-05-08
2804,Mobile,Standard,2015-08-12,Dnipro,200,Active,5,2007-10-28
2805,IoT,Business,2009-04-05,Kyiv,200,Active,5,2004-07-17
2806,Mobile,Standard,2012-08-29,Lviv,50,Active,3,2005-12-30
2807,Mobile,Standard,2012-05-18,Odesa,300,Active,1,2003-11-22
2808,Fixed Line,Economy,2017-12-04,Sumy,200,Active,4,2007-05-25
2809,Mobile,Economy,2013-06-23,Lviv,100,Inactive,2,2007-03-23
2810,Mobile,Premium,2022-06-17,Odesa,900,Active,5,2000-03-04
2811,TV,Standard,2005-06-21,Kyiv,300,Active,4,2005-06-21
2812,Mobile,Economy,1982-12-07,Vinnytsia,300,Active,3,2005-06-10
2813,Mobile,Economy,1968-09-24,Poltava,900,Active,2,2000-05-19
2814,Mobile,Standard,1975-12-28,Rivne,200,Active,5,2002-11-22
2815,Internet,Standard,2008-04-03,Mykolaiv,300,Active,5,2012-07-17
2816,Mobile,Standard,1987-02-10,Odesa,100,Active,2,2016-10-16
2817,Mobile,Standard,2013-09-15,Kyiv,300,Potential,3,2008-05-06
2818,Internet,Economy,2021-06-09,Kyiv,50,Active,4,2000-11-24
2819,TV,Standard,1992-02-24,Kropyvnytskyi,100,Active,3,2002-07-28
2820,Mobile,Business,1994-05-10,Chernihiv,200,Active,5,2001-02-07
2821,TV,Economy,1978-09-18,Kyiv,50,Inactive,5,2005-10-12
2822,Mobile,Standard,1996-10-16,Kyiv,200,Active,5,2008-02-14
2823,Internet,Standard,2018-05-01,Kharkiv,200,Inactive,5,2011-10-14
2824,Mobile,Premium,1970-06-24,Lviv,300,Inactive,5,2010-10-16
2825,Mobile,Economy,1995-12-26,Mykolaiv,100,Active,5,2000-07-27
2826,Fixed Line,Business,1977-11-16,Zaporizhzhia,100,Active,5,2000-09-25
2827,Mobile,Standard,1982-04-10,Poltava,300,Active,5,2013-03-01
2828,Mobile,Business,2013-04-27,Kharkiv,300,Active,3,2010-03-02
2829,Mobile,Economy,2020-11-18,Lviv,50,Active,4,2003-05-18
2830,Internet,Premium,2017-09-08,Zaporizhzhia,200,Inactive,4,2003-01-29
2831,Mobile,Premium,2020-05-02,Uzhhorod,300,Active,5,2004-05-28
2832,Mobile,Economy,2015-05-14,Dnipro,50,Active,4,2004-12-20
2833,Mobile,Economy,2006-02-26,Kharkiv,200,Active,1,2001-08-09
2834,Mobile,Standard,1958-01-11,Mykolaiv,200,Active,3,2002-10-31
2835,Mobile,Economy,1966-09-19,Kyiv,700,Inactive,5,2005-04-17
2836,Mobile,Premium,1988-04-15,Vinnytsia,100,Active,5,2001-04-07
2837,Mobile,Economy,2022-05-02,Odesa,200,Active,5,2036-12-24
2838,Mobile,Economy,2011-07-27,Uzhhorod,500,Active,2,2001-10-27
2839,Fixed Line,Standard,1991-08-09,Kyiv,200,Inactive,1,2004-05-26
2840,Fixed Line,Economy,2019-03-22,Chernihiv,200,Active,4,2004-06-03
2841,TV,Special,1978-10-16,Kyiv,50,Active,5,2003-04-16
2842,Mobile,Business,1955-08-25,Kyiv,900,Potential,5,2001-07-06
2843,IoT,Standard,2011-01-13,Ivano-Frankivsk,500,Inactive,5,2004-07-24
2844,Mobile,Business,1989-07-02,Cherkasy,300,Active,4,2000-07-09
2845,IoT,Business,2018-08-11,Zhytomyr,50,Active,5,2002-09-05
2846,Mobile,Economy,1990-11-12,Kharkiv,50,Potential,3,2001-05-22
2847,Mobile,Business,2022-05-30,Vinnytsia,200,Inactive,1,2000-09-22
2848,Mobile,Economy,2018-07-12,Uzhhorod,100,Active,5,2014-03-21
2849,Mobile,Standard,1989-02-14,Odesa,300,Active,3,2006-08-04
2850,TV,Standard,1988-12-08,Kyiv,200,Active,5,2001-01-04
2851,Fixed Line,Premium,1994-12-11,Lviv,500,Active,5,2016-05-03
2852,IoT,Economy,2005-03-28,Lviv,100,Active,3,2001-05-01
2853,Internet,Economy,1992-03-28,Odesa,200,Active,3,2001-06-21
2854,Mobile,Standard,1982-04-23,Chernivtsi,300,Inactive,3,2000-10-13
2855,Mobile,Economy,1930-01-13,Mykolaiv,200,Active,5,2007-02-15
2856,IoT,Premium,1962-11-28,Khmelnytskyi,500,Inactive,1,2004-08-19
2857,Internet,Standard,1979-09-05,Kropyvnytskyi,100,Active,4,2000-04-30
2858,Fixed Line,Economy,1990-07-07,Kharkiv,300,Active,5,2000-02-21
2859,Mobile,Economy,1999-08-19,Lviv,700,Active,3,2004-03-01
2860,Internet,Standard,2019-06-26,Vinnytsia,200,Active,2,2005-10-09
2861,TV,Standard,2018-01-18,Zhytomyr,200,Active,4,2009-06-23
2862,Mobile,Economy,1976-01-05,Kharkiv,50,Active,3,2003-07-25
2863,Mobile,Economy,1978-06-25,Kharkiv,300,Inactive,4,2006-03-07
2864,Mobile,Economy,1996-11-27,Kyiv,200,Active,5,2007-03-30
2865,Fixed Line,Economy,2007-03-09,Dnipro,50,Inactive,1,2005-03-13
2866,Mobile,Standard,2022-04-13,Dnipro,300,Inactive,5,2002-05-18
2867,Mobile,Premium,2012-02-26,Odesa,500,Inactive,4,2000-10-09
2868,Mobile,Standard,2008-01-22,Zhytomyr,700,Active,5,2005-09-16
2869,Internet,Business,2004-10-16,Kyiv,200,Potential,5,2008-01-07
2870,Mobile,Economy,1950-06-17,Kropyvnytskyi,200,Active,4,2001-02-25
2871,Mobile,Standard,2019-11-08,Kyiv,500,Inactive,2,2003-09-27
2872,IoT,Standard,2002-12-21,Chernivtsi,200,Active,2,2002-10-09
2873,IoT,Standard,2010-06-11,Vinnytsia,300,Active,5,2001-04-05
2874,Mobile,Standard,1928-01-01,Uzhhorod,300,Potential,3,2001-07-16
2875,Fixed Line,Premium,1968-10-21,Lviv,200,Active,4,2001-06-26
2876,Internet,Standard,2007-03-10,Cherkasy,50,Active,4,2002-12-21
2877,Mobile,Economy,1928-01-01,Zhytomyr,50,Active,3,2002-09-17
2878,Mobile,Standard,2003-03-31,Kyiv,200,Active,5,2004-06-03
2879,Mobile,Premium,2017-12-30,Kyiv,200,Inactive,5,2000-07-14
2880,Mobile,Special,2000-10-12,Odesa,500,Active,4,2004-10-06
2881,Mobile,Standard,2015-12-25,Kyiv,200,Inactive,4,2000-02-14
2882,TV,Standard,1995-04-24,Kyiv,100,Active,3,2001-08-18
2883,Mobile,Standard,1947-02-13,Chernihiv,200,Active,4,2003-10-26
2884,Internet,Business,1980-10-06,Lviv,100,Active,5,2006-05-11
2885,Mobile,Special,2014-04-08,Cherkasy,50,Active,4,2008-01-29
2886,Internet,Premium,2013-05-12,Rivne,100,Potential,5,2000-03-13
2887,Mobile,Standard,2021-01-13,Cherkasy,200,Inactive,1,2004-03-22
2888,Internet,Economy,2013-10-14,Kyiv,50,Active,5,2002-05-25
2889,Fixed Line,Premium,2020-05-05,Zaporizhzhia,100,Active,5,2006-07-02
2890,Fixed Line,Premium,2004-01-21,Dnipro,300,Active,5,2001-10-29
2891,Mobile,Premium,1989-04-08,Odesa,100,Active,3,2007-06-15
2892,Internet,Economy,1984-12-01,Odesa,100,Inactive,4,2005-01-17
2893,TV,Standard,2021-04-28,Khmelnytskyi,700,Inactive,5,2008-07-15
2894,Internet,Economy,2011-08-18,Ternopil,300,Active,5,2022-10-12
2895,Mobile,Premium,2013-09-11,Kyiv,50,Inactive,3,2013-02-05
2896,Internet,Economy,2019-12-27,Kharkiv,50,Active,3,2004-12-04
2897,Mobile,Standard,2010-09-05,Odesa,300,Active,5,2012-04-11
2898,TV,Economy,2013-04-06,Kropyvnytskyi,200,Inactive,5,2000-11-28
2899,Internet,Economy,1995-06-13,Kropyvnytskyi,50,Active,4,2000-03-28
2900,Mobile,Standard,1964-03-10,Odesa,100,Active,4,2004-03-03
2901,Mobile,Economy,2006-05-24,Odesa,700,Active,5,2020-01-23
2902,Mobile,Standard,1985-05-30,Zaporizhzhia,200,Active,5,2006-10-09
2903,TV,Business,2018-09-06,Kharkiv,200,Active,4,2001-12-29
2904,Mobile,Special,1961-04-22,Lviv,100,Active,2,2006-01-18
2905,Mobile,Economy,2018-06-21,Cherkasy,100,Active,5,2000-03-22
2906,TV,Business,2017-02-28,Odesa,200,Active,4,2003-06-26
2907,Mobile,Economy,2019-12-03,Cherkasy,700,Active,2,2001-06-25
2908,Mobile,Business,2012-11-09,Dnipro,50,Active,4,2000-04-10
2909,Internet,Premium,2000-12-29,Uzhhorod,900,Active,3,2001-07-29
2910,Mobile,Economy,1928-01-01,Cherkasy,100,Inactive,3,2007-01-07
2911,Mobile,Standard,1979-10-31,Kharkiv,200,Inactive,4,2004-05-21
2912,Mobile,Economy,2009-11-23,Uzhhorod,50,Active,5,2000-02-17
2913,Internet,Premium,1999-07-10,Kharkiv,200,Inactive,3,2002-11-20
2914,TV,Standard,1996-04-09,Kyiv,200,Active,2,2007-08-22
2915,Mobile,Standard,1975-08-21,Lviv,300,Active,4,2016-12-06
2916,Mobile,Standard,1986-06-29,Lviv,200,Active,2,2011-05-11
2917,Mobile,Special,1999-12-10,Kyiv,200,Active,5,2000-01-04
2918,TV,Business,1992-09-19,Uzhhorod,300,Active,5,2001-05-08
2919,Mobile,Standard,1985-06-29,Dnipro,50,Active,5,2001-04-10
2920,TV,Premium,2019-02-03,Kyiv,200,Active,3,2002-12-01
2921,Mobile,Business,2016-11-16,Mykolaiv,100,Active,3,2005-09-06
2922,TV,Business,1991-01-23,Chernihiv,200,Active,3,2000-11-28
2923,Internet,Economy,1970-12-26,Kharkiv,300,Active,3,2013-07-17
2924,Internet,Economy,2008-08-04,Lviv,100,Active,3,2008-03-21
2925,Mobile,Economy,1928-01-01,Kyiv,700,Active,2,2002-12-23
2926,Fixed Line,Standard,2016-05-03,Kharkiv,500,Active,5,2004-10-20
2927,Mobile,Economy,2008-03-30,Zhytomyr,200,Inactive,5,2004-04-09
2928,Mobile,Standard,2009-12-24,Lviv,50,Active,4,2004-10-11
2929,Mobile,Standard,1950-01-30,Vinnytsia,300,Active,2,2010-10-08
2930,TV,Standard,2013-10-20,Kropyvnytskyi,500,Active,5,2001-03-22
2931,Fixed Line,Standard,2005-07-31,Poltava,100,Inactive,2,2006-04-21
2932,Internet,Economy,2017-04-29,Kharkiv,700,Active,2,2000-08-14
2933,Internet,Business,2002-11-01,Uzhhorod,700,Active,3,2003-05-14
2934,Mobile,Business,1969-09-04,Mykolaiv,200,Active,4,2005-07-13
2935,TV,Standard,2013-01-29,Zaporizhzhia,300,Active,4,2000-01-26
2936,Fixed Line,Business,1977-06-02,Zhytomyr,200,Active,3,2000-08-16
2937,Internet,Economy,1956-09-03,Kharkiv,200,Active,2,2000-07-10
2938,Mobile,Premium,2020-12-05,Mykolaiv,200,Active,5,2002-07-28
2939,IoT,Economy,1984-05-02,Chernivtsi,100,Active,4,2005-04-29
2940,TV,Standard,2014-12-06,Kharkiv,300,Active,3,2030-03-09
2941,Internet,Economy,2017-09-22,Zaporizhzhia,50,Inactive,4,2001-08-09
2942,Mobile,Standard,1997-11-02,Zaporizhzhia,200,Active,1,2000-10-19
2943,Internet,Economy,1989-07-10,Sumy,500,Potential,4,2002-12-07
2944,Internet,Standard,2009-04-03,Mykolaiv,100,Potential,3,2000-11-11
2945,Mobile,Economy,2021-11-28,Kyiv,200,Inactive,4,2000-02-19
2946,Mobile,Business,1957-06-20,Ivano-Frankivsk,200,Potential,4,2004-07-18
2947,Mobile,Standard,1987-01-29,Sumy,100,Active,5,2011-08-04
2948,Internet,Economy,2014-04-29,Uzhhorod,500,Inactive,3,2010-10-19
2949,Mobile,Economy,2004-03-13,Uzhhorod,200,Active,4,2000-07-31
2950,Mobile,Business,2022-03-26,Kyiv,200,Inactive,5,2000-11-15
2951,Fixed Line,Economy,2011-08-28,Kharkiv,100,Active,5,2003-09-13
2952,Internet,Standard,2002-10-06,Mykolaiv,50,Active,5,2002-07-05
2953,Mobile,Standard,2003-01-24,Khmelnytskyi,100,Potential,5,2006-08-25
2954,Mobile,Economy,2016-08-11,Lviv,50,Active,4,2003-09-28
2955,TV,Economy,1981-12-13,Zaporizhzhia,200,Inactive,3,2000-02-10
2956,Fixed Line,Standard,2013-04-13,Mykolaiv,200,Active,5,2001-10-31
2957,Mobile,Economy,1999-03-24,Ternopil,50,Active,5,2012-09-09
2958,TV,Economy,2014-05-01,Poltava,50,Active,4,2003-12-03
2959,Mobile,Economy,2007-11-05,Kyiv,200,Active,5,2008-10-03
2960,IoT,Economy,2016-08-20,Ivano-Frankivsk,300,Potential,4,2002-10-26
2961,Mobile,Economy,1995-07-23,Sumy,300,Potential,4,2006-03-09
2962,Mobile,Special,2007-10-28,Ivano-Frankivsk,100,Inactive,4,2001-01-05
2963,Mobile,Standard,2022-07-23,Ternopil,500,Inactive,1,2007-04-21
2964,Mobile,Premium,2022-03-22,Kharkiv,700,Active,5,2008-06-15
2965,Internet,Economy,2005-07-24,Kropyvnytskyi,200,Active,5,2000-07-07
2966,Fixed Line,Economy,2017-06-18,Sumy,300,Active,4,2001-02-08
2967,TV,Business,1998-12-03,Zaporizhzhia,200,Active,3,2003-05-28
2968,Mobile,Standard,2008-08-22,Khmelnytskyi,700,Active,1,2005-07-22
2969,Mobile,Economy,1993-11-29,Zhytomyr,200,Active,1,2005-07-22
2970,Mobile,Standard,1939-08-22,Mykolaiv,900,Active,2,2006-01-15
2971,Mobile,Standard,2002-05-28,Vinnytsia,100,Active,4,2006-11-11
2972,Internet,Business,1980-08-12,Kharkiv,200,Active,3,2003-11-10
2973,Mobile,Economy,1984-09-17,Odesa,300,Active,3,2004-09-06
2974,Fixed Line,Standard,1953-03-26,Lviv,300,Inactive,5,2000-01-17
2975,Internet,Premium,2016-05-29,Kharkiv,300,Active,5,2000-12-30
2976,Mobile,Special,1974-12-01,Zaporizhzhia,500,Active,3,2003-10-12
2977,Internet,Business,1958-05-29,Lviv,300,Inactive,4,2007-06-30
2978,Mobile,Economy,2009-05-06,Khmelnytskyi,300,Active,5,2009-01-23
2979,Mobile,Premium,2012-09-09,Vinnytsia,200,Active,5,2007-02-23
2980,Fixed Line,Premium,1939-11-05,Kharkiv,200,Inactive,4,2003-08-25
2981,Mobile,Premium,1995-12-16,Kharkiv,200,Active,3,2001-10-22
2982,Mobile,Business,2009-11-19,Kyiv,300,Active,3,2003-03-22
2983,Fixed Line,Business,1980-01-14,Zhytomyr,200,Active,3,2000-01-19
2984,Mobile,Economy,2013-01-23,Odesa,100,Active,4,2004-12-27
2985,Fixed Line,Economy,2017-09-09,Cherkasy,100,Active,3,2000-06-03
2986,Mobile,Premium,2001-07-04,Zaporizhzhia,700,Active,5,2000-11-10
2987,Mobile,Economy,2000-02-20,Zaporizhzhia,50,Inactive,3,2005-05-20
2988,TV,Economy,1975-03-02,Kharkiv,100,Active,5,2000-01-27
2989,Fixed Line,Standard,2006-04-14,Lviv,200,Active,3,2004-08-31
2990,Mobile,Business,1976-11-12,Odesa,100,Active,4,2005-07-27
2991,Mobile,Economy,2012-10-16,Kharkiv,200,Inactive,4,2008-07-01
2992,TV,Standard,1999-07-21,Sumy,100,Active,5,2000-05-20
2993,Mobile,Economy,2016-08-08,Kharkiv,100,Active,3,2000-01-06
2994,Internet,Economy,2009-09-03,Lviv,500,Active,3,2007-12-22
2995,Fixed Line,Economy,1969-08-26,Kyiv,300,Active,3,2001-11-16
2996,Internet,Economy,2016-05-04,Cherkasy,100,Active,4,2011-12-13
2997,Fixed Line,Business,1977-07-02,Dnipro,300,Active,2,2001-02-13
2998,Fixed Line,Business,2013-11-24,Kyiv,300,Active,4,2004-10-27
2999,Internet,Premium,2022-01-16,Chernihiv,300,Active,2,2000-08-19
3000,TV,Economy,2019-10-25,Lviv,200,Active,3,2002-10-27
3001,Internet,Standard,1985-06-30,Kharkiv,100,Active,5,2011-09-15
3002,Mobile,Economy,2014-09-06,Odesa,300,Active,4,2005-02-17
3003,Mobile,Economy,1993-12-07,Khmelnytskyi,200,Active,3,2006-05-28
3004,Fixed Line,Standard,1990-02-10,Lviv,100,Inactive,4,2001-05-27
3005,TV,Premium,2011-05-31,Dnipro,200,Active,5,2014-01-08
3006,Mobile,Economy,2005-05-13,Chernivtsi,300,Potential,3,2005-05-07
3007,Mobile,Economy,2008-11-04,Odesa,200,Active,3,2000-08-11
3008,TV,Business,1942-05-26,Cherkasy,100,Active,4,2000-02-01
3009,Internet,Standard,2012-06-12,Odesa,500,Inactive,5,2000-02-02
3010,Mobile,Business,2017-06-16,Kyiv,500,Active,3,2000-04-15
3011,Internet,Special,2010-07-18,Poltava,200,Active,5,2013-04-14
3012,IoT,Standard,1992-09-09,Khmelnytskyi,200,Active,5,2002-06-06
3013,TV,Economy,1990-04-12,Kharkiv,300,Active,4,2001-12-09
3014,Fixed Line,Premium,1952-06-05,Poltava,50,Inactive,3,2002-12-13
3015,Mobile,Economy,1964-07-20,Zaporizhzhia,300,Active,5,2002-11-19
3016,TV,Economy,2013-09-09,Dnipro,300,Potential,1,2001-06-28
3017,Internet,Premium,2006-05-18,Poltava,200,Potential,4,2000-07-11
3018,TV,Standard,1985-05-06,Lviv,100,Active,3,2000-08-17
3019,Mobile,Economy,1955-01-05,Dnipro,50,Active,3,2005-01-02
3020,Mobile,Standard,2011-09-29,Kharkiv,300,Active,3,2002-10-08
3021,Mobile,Premium,2006-11-29,Rivne,100,Active,5,2012-09-28
3022,Mobile,Economy,1960-02-08,Odesa,200,Active,5,2003-05-31
3023,Fixed Line,Economy,2010-11-06,Poltava,200,Active,4,2003-11-01
3024,IoT,Economy,2005-01-26,Lviv,100,Active,1,2014-06-04
3025,Internet,Economy,1958-09-13,Lviv,200,Active,5,2003-10-24
3026,TV,Premium,1978-08-18,Cherkasy,200,Active,4,2003-10-26
3027,Mobile,Premium,2015-05-14,Ternopil,300,Active,5,2002-06-21
3028,Fixed Line,Standard,2012-04-01,Kharkiv,100,Active,4,2006-10-14
3029,TV,Economy,2011-01-31,Odesa,100,Inactive,5,2002-09-22
3030,Fixed Line,Economy,1956-03-25,Khmelnytskyi,500,Inactive,2,2004-11-10
3031,Internet,Economy,1928-01-01,Kyiv,300,Active,3,2003-04-01
3032,Internet,Economy,1982-04-14,Ivano-Frankivsk,300,Potential,3,2004-02-13
3033,Fixed Line,Economy,2004-11-14,Chernihiv,100,Active,4,2009-08-10
3034,Mobile,Standard,2022-09-21,Chernihiv,100,Inactive,5,2002-12-03
3035,TV,Economy,1990-04-08,Khmelnytskyi,200,Active,5,2001-06-06
3036,IoT,Premium,2009-07-01,Ivano-Frankivsk,500,Active,5,2004-08-16
3037,Mobile,Premium,1995-07-24,Odesa,500,Active,3,2015-03-08
3038,Fixed Line,Standard,1997-06-15,Odesa,500,Active,5,2006-06-21
3039,Fixed Line,Economy,2005-01-20,Dnipro,50,Inactive,4,2002-01-07
3040,Internet,Business,1943-11-24,Kyiv,500,Active,5,2018-01-19
3041,Internet,Special,2022-05-12,Khmelnytskyi,500,Active,3,2002-04-19
3042,TV,Economy,1988-11-28,Kyiv,50,Active,2,2022-05-24
3043,Mobile,Premium,2008-07-25,Chernihiv,200,Active,5,2001-03-02
3044,Mobile,Business,1988-10-01,Ivano-Frankivsk,200,Active,5,2043-07-26
3045,TV,Standard,1992-03-18,Rivne,100,Potential,5,2000-06-06
3046,Internet,Economy,2022-09-21,Vinnytsia,200,Active,3,2006-11-03
3047,TV,Standard,2013-10-21,Ivano-Frankivsk,500,Active,5,2007-05-21
3048,Mobile,Standard,2017-04-06,Odesa,500,Potential,5,2006-03-26
3049,Mobile,Standard,2017-12-31,Ternopil,700,Active,5,2008-03-25
3050,TV,Business,1987-04-23,Odesa,200,Active,4,2003-06-30
3051,Mobile,Premium,2015-07-04,Zhytomyr,200,Active,5,2000-04-21
3052,TV,Economy,2005-05-17,Kyiv,300,Active,4,2002-06-04
3053,TV,Standard,2015-03-28,Odesa,200,Active,2,2005-08-18
3054,Fixed Line,Standard,1999-03-28,Kharkiv,50,Active,4,2005-09-09
3055,Mobile,Economy,1988-02-04,Sumy,300,Active,5,2001-03-10
3056,Internet,Economy,2011-12-30,Ternopil,100,Inactive,3,2001-08-06
3057,TV,Business,1997-09-16,Lviv,50,Active,3,2003-08-26
3058,Mobile,Standard,1975-04-22,Kyiv,50,Inactive,5,2007-02-21
3059,Mobile,Economy,2020-04-17,Odesa,700,Active,3,2010-06-28
3060,Mobile,Economy,1989-01-18,Kharkiv,100,Active,3,2000-06-29
3061,Mobile,Standard,2012-04-26,Vinnytsia,200,Active,5,2014-03-25
3062,TV,Standard,2019-06-03,Dnipro,900,Active,3,2014-05-21
3063,TV,Economy,2001-05-28,Cherkasy,200,Active,3,2000-01-16
3064,IoT,Standard,2015-12-24,Dnipro,50,Active,4,2003-11-13
3065,Internet,Economy,1975-11-06,Chernivtsi,200,Inactive,4,2004-11-04
3066,Fixed Line,Economy,2021-10-20,Odesa,50,Active,4,2004-06-01
3067,Mobile,Standard,2020-02-28,Poltava,50,Active,5,2005-03-28
3068,Internet,Economy,2002-11-07,Poltava,500,Active,5,2003-10-31
3069,Internet,Business,1998-08-30,Odesa,100,Inactive,4,2001-11-26
3070,TV,Economy,1987-03-02,Dnipro,300,Active,4,2000-07-20
3071,TV,Standard,2014-10-14,Dnipro,200,Active,4,2001-04-12
3072,TV,Economy,1972-07-11,Kyiv,100,Inactive,1,2007-05-20
3073,TV,Economy,1939-03-17,Kharkiv,200,Inactive,5,2001-07-05
3074,TV,Premium,2004-01-29,Dnipro,50,Active,3,2009-09-10
3075,Mobile,Standard,1983-11-14,Kyiv,200,Active,5,2002-10-30
3076,TV,Premium,2002-08-18,Kharkiv,200,Active,5,2002-12-06
3077,Internet,Standard,2021-01-12,Dnipro,100,Potential,5,2011-02-09
3078,Mobile,Standard,2012-03-13,Kyiv,300,Active,3,2001-04-27
3079,Mobile,Premium,2020-06-30,Kyiv,50,Active,4,2001-02-24
3080,Internet,Standard,1928-01-01,Cherkasy,200,Active,2,2023-02-23
3081,Mobile,Standard,2015-11-18,Uzhhorod,300,Active,5,2004-04-04
3082,Mobile,Premium,1995-05-05,Chernivtsi,200,Active,4,2001-02-26
3083,Internet,Business,2013-11-04,Kyiv,500,Active,3,2000-12-28
3084,TV,Economy,1994-01-02,Kyiv,300,Active,5,2010-10-31
3085,TV,Standard,2016-07-14,Kyiv,900,Potential,3,2005-01-05
